,Term_NDoc_Date,Sentence
3159,18_197_2016-10-21,Mit den Änderungen fördern wir auch die ehrenamtliche Tätigkeit von Asylbewerbern.
3160,18_197_2016-10-21,"Ich möchte nur nennen: normale Integrationskurse, Alphabetisierungskurse, Frauenintegrationskurse, Jugendintegrationskurse, berufsbezogene Deutschsprachförderung und viele andere."
3161,18_197_2016-10-21,"Durch die Regelung des § 421 im Sozialgesetzbuch III hat die Bundesagentur für Arbeit die Möglichkeit, auch Asylbewerberinnen und Asylbewerbern mit guter Bleibeperspektive Sprachkurse anzubieten."
3162,18_197_2016-10-21,Eine erfolgreiche Integration von Flüchtlingen – diese Aufgabe muss und wird gelingen.
3163,18_197_2016-10-21,Die Änderungen des Asylbewerberleistungsgesetzes werden dazu beitragen.
3164,18_197_2016-10-21,"Das gilt für Kinder aus einkommensschwachen und bildungsfernen Familien, das gilt für Jugendliche, die uns teils an den Übergängen von der Schule in die Ausbildung verloren zu gehen drohen und schlimmstenfalls durch alle Netze fallen, und das gilt nicht zuletzt für diejenigen jungen Menschen, mit deutschem genauso wie mit Migrationshintergrund, die sich von unserer Gesellschaft nicht angenommen fühlen und für extremistisches Gedankengut anfällig werden."
3165,18_197_2016-10-21,"Die SPD-Bundestagsfraktion unterstützt die Bundesfamilienministerin in ihrer Forderung, Schutzkonzepte in Asylunterkünften als Standard bundesweit vorzuschreiben."
3166,18_197_2016-10-21,Da sind zum Beispiel eine bessere Kooperation zwischen Kinder- und Jugendhilfe und dem Gesundheitswesen sowie die bestmögliche Integration von Ehrenamtlichen in die Kinder- und Jugendarbeit.
3167,18_197_2016-10-21,Er leistet auch Großartiges im Bereich der Integration.
3168,18_197_2016-10-21,"Dort gibt es beispielsweise ein sehr großes Integrationsprojekt, von dem gerade junge Menschen sehr profitieren, aber nicht nur die jungen Menschen, sondern auch die Betriebe, weil so die entsprechenden Fachkräfte für den Garten- und Landschaftsbau ausgebildet werden."
3169,18_197_2016-10-21,"Das könnte, wenn es gelingt, auch ein wichtiger Beitrag zur Integration werden."
3170,18_200_2016-11-11,"Wenn sie aber einen Studienplatz bekommen haben, dann erbringen sie genauso gute Leistungen und haben genauso große Chancen, das Studium zu schaffen, wie ihre Kommilitonen ohne Migrationshintergrund."
3171,18_200_2016-11-11,Das Innenministerium hat nun die Honorare für Lehrkräfte in den Integrationskursen auf immerhin 35 Euro erhöht.
3172,18_200_2016-11-11,"Das ist das große Thema Bildungsintegration für Migranten, für Schutzsuchende und für Flüchtlinge."
3173,18_200_2016-11-11,"Es geht bei der Bildungsbiografie von Migrantinnen und Migranten sichtbar voran,  aber das braucht Zeit."
3174,18_200_2016-11-11,Zu den Leistungssteigerungen bei Jugendlichen mit Migrationshintergrund bei PISA.
3175,18_200_2016-11-11,"Das heißt, der sozioökonomische Hintergrund ist mittlerweile entscheidender als der Migrationshintergrund."
3176,18_200_2016-11-11,"Gute Bildungspolitik ist Integrationspolitik, ist Sozialpolitik, ist Wirtschaftspolitik."
3177,18_200_2016-11-11,Kinder und Jugendliche mit Migrationshintergrund sind bei allen Fortschritten deutlich stärker davon betroffen.
3178,18_200_2016-11-11,"Damals hat man sich das Ziel gesetzt – das ist nachlesbar –, bis zum Jahre 2015 die schulischen Leistungen von Kindern und Jugendlichen mit Migrationshintergrund denen anderer Jugendlicher gleichzustellen."
3179,18_200_2016-11-11,Die Bildungsbeteiligung und der Bildungserfolg von Menschen mit Migrationshintergrund haben sich verbessert.
3180,18_200_2016-11-11,Mehr unter Dreijährige mit Einwanderungsgeschichte besuchen Betreuungsangebote.
3181,18_200_2016-11-11,Die Bildungsbeteiligung von Kindern mit Migrationshintergrund im Kindergartenalter liegt 2015 sogar bei 90 Prozent.
3182,18_200_2016-11-11,Darüber hinaus haben sich sowohl im Grundschul- als auch im Sekundarbereich die Kompetenzen der Schülerinnen und Schüler mit Zuwanderungsgeschichte verbessert.
3183,18_200_2016-11-11,Bei der dualen Ausbildung liegt der Anteil der Lehrlinge mit Migrationshintergrund mittlerweile bei 24 Prozent.
3184,18_200_2016-11-11,Durch die starke Zuwanderung im vergangenen Jahr steht das deutsche Bildungssystem nach Ansicht der Forscher vor zusätzlichen Herausforderungen.
3185,18_200_2016-11-11,"Für die Integration der im Jahr 2015 Zugewanderten fallen der Studie zufolge jährlich zusätzliche Kosten von 2,2 bis 3 Milliarden Euro an."
3186,18_200_2016-11-11,Auch für die Integration ist gute Bildungspolitik ein zentraler Baustein.
3187,18_200_2016-11-11,"Eine gute Bildung ist eine unabdingbare Voraussetzung für wirtschaftlichen und gesellschaftlichen Erfolg, aber auch für gelungene Integration."
3188,18_200_2016-11-11,"Im Untersuchungsausschuss waren wir uneins, ob wir es mit institutionellem Rassismus zu tun haben, also auch in Behörden."
3189,18_200_2016-11-11,Hier gibt es institutionellen Rassismus.
3190,18_200_2016-11-11,"Berlin, Freitag, den 11. November 201620026  (A) (C)  (B) (D)  tutionellen Rassismus handelte und nicht nur um Ermittlungspannen."
3191,18_200_2016-11-11,Zur Verbesserung der Struktur haben wir mit dem Gemeinsamen Extremismus- und Terrorismusabwehrzentrum gegen Rechtsextremismus und Rechtsterrorismus ein hervorragendes Instrument zur Früherkennung von politisch motivierten Straftaten geschaffen.
3192,18_200_2016-11-11,Deswegen haben wir im Bundeskriminalamt die „Task Force Gewaltdelikte“ und die Clearingstelle „Straftaten gegen Asylunterkünfte“ eingerichtet.
3193,18_200_2016-11-11,"Von Rechtsextremisten werden augenscheinlich in erster Linie Linke, die Zivilgesellschaft und Menschen mit Migrationshintergrund bedroht."
3194,18_200_2016-11-11,"Strafrechtliche Probleme über das Aufenthaltsrecht zu lösen, erscheint mir zumindest fragwürdig."
3195,18_200_2016-11-11,Nazis und Rassisten greifen Menschen an.
3196,18_200_2016-11-11,Die mediale Berichterstattung über Rassismus und Gewalt erfolgt kontinuierlicher als noch vor einigen Jahren.
3197,18_200_2016-11-11,"Demnach hat eine deutliche Radikalisierung stattgefunden, vor allem in Bezug auf Asylsuchende, Muslime sowie Sinti und Roma."
3198,18_200_2016-11-11,"Ein strukturierter Dialog zwischen staatlichen Behörden und zivilgesellschaftlichen Initiativen zur Bekämpfung von Rassismus und Gewalt gehört zu den Maßnahmen, die die Bundesregierung fördern sollte."
3199,18_200_2016-11-11,"Rassistischer Hass und Gewalt gehen uns alle an, nicht nur die direkt davon Betroffenen."
3200,18_200_2016-11-11,Wir kommen zur Abstimmung über den von der Fraktion Die Linke eingebrachten Entwurf eines Gesetzes zur Änderung des Aufenthaltsgesetzes – Aufenthaltsrecht für Opfer  rechter Gewalt.
3201,18_200_2016-11-11,"Die Kehrseite ist – darum geht es hier –, dass klar sein muss, dass Personen, die kein Freizügigkeitsrecht und kein Aufenthaltsrecht aufgrund der Freizügigkeitsrichtlinie haben, diese Ansprüche gegenüber dem deutschen Sozialstaat nicht haben."
3202,18_200_2016-11-11,Vor einigen Jahren hatte das Bundesverfassungsgericht zum Asylbewerberleistungsgesetz zu urteilen.
3203,18_200_2016-11-11,"Er ist sozialpolitisch verfehlt, und er erschwert die notwendige Integration vor Ort."
3204,18_200_2016-11-11,Der Abschlussbericht des Staatssekretärsausschusses „Rechtsfragen und Herausforderungen bei der Inanspruchnahme der sozialen Sicherungssysteme durch Angehörige der EU-Mitgliedstaaten“ – ein schöner Titel – stellte fest: Die Zuwanderung aus anderen EU-Staaten nach Deutschland hat zugenommen.
3205,18_200_2016-11-11,In welchem Verhältnis steht das Gesetz zur EU-Verordnung zu Wanderarbeitern?
3206,18_200_2016-11-11,Diese europäische Zuwanderung hat sicherlich Gründe: die Strahlkraft Deutschlands.
3207,18_200_2016-11-11,"Wir setzen alles daran, die Einwanderung in unsere Sozialsysteme zu verhindern."
3208,18_201_2016-11-22,"Sie hat dazu geführt, dass wir die Herausforderungen beim Thema „Flüchtlinge und Fluchtursachenbekämpfung“ ohne neue Schulden bewältigen können."
3209,18_201_2016-11-22,"Er hat die 434 Millionen Euro, den Anteil Nordrhein-Westfalens an der Integrationspauschale in Höhe von 2 Milliarden Euro, als verbesserte Steuereinnahmen deklariert."
3210,18_201_2016-11-22,Er gibt die richtigen Antworten zur Bekämpfung der Fluchtursachen.
3211,18_201_2016-11-22,"Das bedeutet mehr für den sozialen Wohnungsbau, mehr für soziale Integration, mehr für Familien und Langzeitarbeitslose."
3212,18_201_2016-11-22,"Für Integration in Arbeit und Ausbildung gibt es 2,2 Milliarden Euro mehr."
3213,18_201_2016-11-22,"Sie hat uns empfohlen, mehr in Forschung, in Infrastruktur und auch in die Integration von Asylbewerbern zu investieren, weil wir den fiskalischen Spielraum dafür hätten."
3214,18_201_2016-11-22,"Wenn wir etwas gegen ungezügelte Migration tun wollen, dann müssen wir vor Ort anfangen, Fluchtursachen zu bekämpfen, ja, auch Deals abschließen – der Deal mit der Türkei wird nicht der letzte Deal sein, sondern wir werden auch mit anderen Ländern Deals machen müssen –, und wir müssen etwas von unserem Reichtum abgeben."
3215,18_201_2016-11-22,Zur Bekämpfung der Fluchtursachen erhalten das Auswärtige Amt circa 628 Millionen Euro und das Entwicklungshilfeministerium 554 Millionen Euro mehr als im Regierungsentwurf vorgesehen.
3216,18_201_2016-11-22,"Im Rahmen unseres Solidarpakts – er wurde schon mehrfach angesprochen – stellen wir 5 Milliarden Euro für sozialen Wohnungsbau, Integration und Langzeitarbeitslose bereit."
3217,18_201_2016-11-22,"Wir hatten im Koalitionsvertrag vereinbart, 100 Millionen Euro für die Unterbringung von Flüchtlingen und Asylbewerbern im Rahmen des sozialen Wohnungsbaus – auf Konversionsflächen etc. – aufzubringen."
3218,18_201_2016-11-22,"Die 100 Millionen Euro, welche die Große Koalition im Koalitionsvertrag festgeschrieben hatte, sind nur zu einem Bruchteil abgeflossen, weil die Kommunen in ihrer Not schlicht und ergreifend die mietzinsfreie Überlassung von Liegenschaften und die Übernahme von Herrichtungskosten zur Unterbringung von Flüchtlingen und Asylbegehrenden der Eigenentwicklung, die zudem noch Zeit kostete, vorzogen."
3219,18_201_2016-11-22,"Darin heißt es, die dreimal 2 Milliarden Euro für die Integrationspauschale dienen der Entlastung der Länder."
3220,18_201_2016-11-22,"Auch die Integrationspauschale wird oft nicht weitergegeben, und zwar von NRW – das wurde als Einzelland erwähnt –, Brandenburg, Niedersachsen und – man höre – Bayern."
3221,18_201_2016-11-22,"Er kritisiert, das Land verwende die Integrationspauschale zur Entlastung des eigenen Haushaltes."
3222,18_201_2016-11-22,Mecklenburg-Vorpommern stehen – weil es von Beginn an 100 Prozent der Kosten selber getragen hat – die Mittel der Integrationspauschale für den Landeshaushalt zur Verfügung.
3223,18_201_2016-11-22,Aber auch bei der humanitären Hilfe und der Bekämpfung von Fluchtursachen haben wir deutlich aufgestockt.
3224,18_201_2016-11-22,"Aber die Asylpakete I und II haben gewirkt und maßgeblich dazu beigetragen, die Situation in den Griff zu bekommen."
3225,18_201_2016-11-22,"Der Vorschlag unseres Innenministers, Asylanträge direkt vor Ort in Nordafrika zu prüfen, ist sinnvoll und auch unter humanitären Gesichtspunkten dringend geboten."
3226,18_201_2016-11-22,"Dass sich in Berlin eine linke Landesregierung just darauf verständigt hat, auf Abschiebungen künftig weitgehend zu verzichten, ist sicher kein Signal, das die Menschen im Land verstehen werden."
3227,18_201_2016-11-22,Bin ich vor Kriminalität und Terrorismus gut geschützt?
3228,18_201_2016-11-22,"Wenn man den Zahlen glauben darf, dann gibt es bei uns etwa 1 500 Betroffene, die als Zuwanderer zu uns gekommen sind."
3229,18_201_2016-11-22,Wir müssen uns mit organisiertem Terrorismus auseinandersetzen.
3230,18_201_2016-11-22,"Im Zusammenhang mit der Arbeit unserer Polizei möchte ich auch darauf hinweisen, dass mich die jüngsten Äußerungen der Integrationsbeauftragten etwas befremdet haben."
3231,18_201_2016-11-22,"Es wäre schön gewesen, wenn sich Frau Özoğuz als Integrationsbeauftragte und Staatsministerin einfach einmal beim Verfassungsschutz und bei der Polizei für besonnenes und konsequentes Vorgehen gegen Verfassungsfeinde bedankt hätte."
3232,18_201_2016-11-22,"Diese Steigerung war aber nur möglich, weil diese Koalition entschlossen war, auf die Herausforderungen zu reagieren und massiv in den Ausbau der inneren Sicherheit und in Integrationsmaßnahmen zu investieren."
3233,18_201_2016-11-22,Allein für den Bereich der Integrationskurse stehen in diesem Haushalt 610 Millionen Euro bereit.
3234,18_201_2016-11-22,"Wir erhöhen die Mittel für die Migrationsberatung, und wir stellen jetzt neu 40 Millionen Euro für Erstorientierungsangebote für Asylbewerber mit unklarer Bleibeperspektive bereit."
3235,18_201_2016-11-22,"Wenn ein Asylbewerber erkennt, dass er hier in Deutschland keine langfristige Bleibeperspektive hat, wollen wir ihm mit diesen Mitteln den Neustart in seiner Heimat erleichtern."
3236,18_201_2016-11-22,Wir haben in Deutschland in den ersten neun Monaten dieses Jahres etwa 20 000 Abschiebungen gesehen.
3237,18_201_2016-11-22,"Die Rahmenbedingungen für dieses Engagement sind anhaltend schwierig, wodurch die Integrationsbemühungen an vielen Stellen konterkariert werden."
3238,18_201_2016-11-22,"Das bedeutet zum Beispiel für afghanische Flüchtlinge, dass die alleinige Zugehörigkeit zu einer Gruppe, losgelöst vom eigenen Fluchtschicksal, dazu führt, dass man keinen Sprachkurs machen kann, obwohl sie absehbar viele Jahre in Deutschland leben werden."
3239,18_201_2016-11-22,So macht man keine Integrationspolitik.
3240,18_201_2016-11-22,"Der Bund hat die Mittel für die Integrationskurse zwar erhöht, aber sie reichen nach wie vor nicht aus."
3241,18_201_2016-11-22,"Genau da sind die Stellen, wo wir künftige Integration und Zusammenleben in Deutschland gestalten können."
3242,18_201_2016-11-22,"Ich glaube, wir stellen hier keine absurden Forderungen, sondern mit Blick auf die Integration und die immensen Herausforderungen, die wir in den nächsten Jahren zu leisten haben, sind sie genau der richtige Weg."
3243,18_201_2016-11-22,Im Bereich der Asyl- und Flüchtlingspolitik haben wir in dieser Legislaturperiode viel getan und werden das auch im Rahmen des nun zu beschließenden Haushalts weiterhin tun.
3244,18_201_2016-11-22,Viele Anträge auf Asyl können nun zügiger abgearbeitet werden.
3245,18_201_2016-11-22,Wir haben die Mittel für die Integrationskurse von ursprünglich knapp über 200 Millionen auf nun über 600 Millionen Euro verdreifacht.
3246,18_201_2016-11-22,Wir stellen zudem viel Geld für Orientierungskurse für Asylsuchende mit weniger guten Bleibeperspektiven zur Verfügung.
3247,18_201_2016-11-22,"Ich will ausdrücklich darauf hinweisen, dass wir die Situation der Lehrkräfte und der Träger der Integrationskurse verbessert haben."
3248,18_201_2016-11-22,"Ich freue mich, dass es wieder gelungen ist, die Mittel für die Migrationsberatung für erwachsene Zuwanderer, MBE, noch einmal um 5 Millionen Euro aufzustocken, nachdem wir im Jahr zuvor bereits 10,5 Millionen Euro drauflegen konnten."
3249,18_201_2016-11-22,Migration und Integration?
3250,18_201_2016-11-22,Nun ein Wort zur Integration.
3251,18_201_2016-11-22,"Die Zahlen sind schon genannt worden: über 600 Millionen Euro für Integrationskurse, erstmalig Orientierungskurse sogar für Menschen ohne Bleibeperspektive."
3252,18_201_2016-11-22,"Auch Moscheevereine, wenn sie bei der Integration mithelfen, werden gestützt und gefördert."
3253,18_201_2016-11-22,"Freiwillige Rückkehr ist allemal besser als Abschiebung, aber freiwillige Rückkehr und Abschiebung stehen in einem engen Zusammenhang."
3254,18_201_2016-11-22,"Dadurch wird deutlich, wo die Große Koalition ihre politischen Schwerpunkte setzt: Repression und Überwachung im Innern, immer neue und sinnlosere Kriegsbeteiligungen im Ausland  (Sebastian Hartmann [SPD]: Integration!)  statt Deeskalation und Unterstützung friedlicher Konfliktlösungen."
3255,18_201_2016-11-22,November 201620104  (A) (C)  (B) (D)  trennbar verbunden ist aber auch 1 Milliarde Euro mehr für Sprach- und Integrationskurse.
3256,18_201_2016-11-22,Es gibt 1 Milliarde Euro mehr für Sprach- und Integrationskurse.
3257,18_201_2016-11-22,Wir haben als SPD einen eigenen Vorschlag für ein modernes Einwanderungsgesetz gemacht.
