,Unnamed: 0,Term_NDoc_Date,Sentence,polarity
1382,1382,18_143_2015-12-03,"Wir wollen optional Werkstätten, Integrationsfirmen und „Budget für Arbeit“, damit wir möglichst Durchlässigkeit und auch Wahlfreiheit erreichen.",0.0
1384,1384,18_144_2015-12-04,Aber ich will deutlich sagen: Deutschland ist längst im Fokus des internationalen Terrorismus.,0.0
1385,1385,18_144_2015-12-04,"Vielleicht konnte man vor 14 Jahren noch glauben, dass sich das Problem des Terrorismus durch Bombenkriege lösen lässt, aber heute doch nicht mehr, nach all den Erfahrungen, die gemacht wurden.",0.0
1392,1392,18_144_2015-12-04,"Die wichtigste (Finanz-)Ressource des IS ist die unter seiner Kontrolle stehende Bevölkerung und seine Fähigkeit, Tausende Dschihadisten aus aller Welt anzuziehen, zu trainieren und in den Kampf zu schicken.",0.0
1396,1396,18_144_2015-12-04,"Die bedeutendste Ressource des Da'isch ist die unter seiner Kontrolle stehende Bevölkerung und seine Fähigkeit, tausende Dschihadisten aus aller Welt anzuziehen, zu trainieren und in den Kampf zu schicken.",0.0
1403,1403,18_144_2015-12-04,"Als Indikator möge der langjährige Streit über ein Einwanderungsgesetz dienen – eine frühe Forderung der SPD, leider ohne Mehrheit.",0.0
1404,1404,18_144_2015-12-04,Unsere Anstrengung zur Integration von Muslimen muss gesteigert werden.,0.0
1426,1426,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1429,1429,18_144_2015-12-04,Im Gegenteil: Unsere Anstrengungen zur Integration des Islam in unsere Gesellschaft und insbesondere junger Muslime müssen gesteigert werden.,0.0
1433,1433,18_144_2015-12-04,"Die bedeutendste Ressource des Da'isch ist die unter seiner Kontrolle stehende Bevölkerung und seine Fähigkeit, Tausende Dschihadisten aus aller Welt anzuziehen, zu trainieren und in den Kampf zu schicken.",0.0
1436,1436,18_144_2015-12-04,Im Gegenteil: Unsere Anstrengungen zur Integration insbesondere junger Muslime müssen gesteigert werden.,0.0
1440,1440,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1449,1449,18_144_2015-12-04,Dazu gehört aber auch ein umfassendes Konzept zur Bekämpfung von Fluchtursachen.,0.0
1450,1450,18_144_2015-12-04,Ich setze mich in Berlin schon seit Langem für die Bekämpfung von Fluchtursachen durch die Stärkung wirtschaftlicher Beziehungen ein.,0.0
1454,1454,18_144_2015-12-04,"Der 14-jährige „Krieg gegen den Terror“, der im Irak und in Afghanistan geführt wurde, hat den Terrorismus nicht vermindert – im Gegenteil.",0.0
1476,1476,18_144_2015-12-04,"Terrorismus, wie er mit den Anschlägen von Paris für eine unfassbare Dimension menschenverachtender Grausamkeit steht, muss insofern schnellstmöglich bekämpft werden, auch aus Solidarität mit den Opfern von Terrorismus und ihren Angehörigen  Deutscher Bundestag – 18.",0.0
1551,1551,18_145_2015-12-16,Dezember 2015 wurde das Thema „Bekämpfung der Terrorismusfinanzierung“ erneut umfassend erörtert.,0.0
1553,1553,18_145_2015-12-16,"Diese umfassen unter anderem auch einen Vorschlag für eine neue Richtlinie zur Terrorismusbekämpfung, welche laut Kommission Durchsetzungslücken in den EU-Strafrechtsvorschriften schließen soll.",0.0
1628,1628,18_146_2015-12-17,Beim Tagesordnungspunkt zuvor haben wir über die Bekämpfung von Fluchtursachen gesprochen.,0.0
1593,1593,18_146_2015-12-17,Genau da setzen wir mit unserem Antrag zu den Fluchtursachen an.,0.0
1599,1599,18_146_2015-12-17,"Wir sprechen hier über Fluchtursachen, und wir sprechen über Menschen, die auf der Flucht sind.",0.0
1601,1601,18_146_2015-12-17,"Genau deshalb müssen wir  der illegalen Migration das Handwerk legen, insbesondere den Schleppern.",0.0
1602,1602,18_146_2015-12-17,Asyl nach Europa kommen.,0.0
1603,1603,18_146_2015-12-17,"Ich persönlich halte zum Beispiel die europäische und internationale Fischerei- und Agrarpolitik für eine Fluchtursache, also den Raubbau und das Land Grabbing.",0.0
1604,1604,18_146_2015-12-17,"Ich dachte eigentlich, dass das Fluchtursachen sind.",0.0
1607,1607,18_146_2015-12-17,Zum Thema Fluchtursachen.,0.0
1608,1608,18_146_2015-12-17,"Ja, Waffenexporte sind Fluchtursachen made in Germany, und damit müssen wir aufhören.",0.0
1609,1609,18_146_2015-12-17,"Wir reden über Fluchtursachen und wissen, dass es Bereiche gibt, in denen wir mehr Geld in die Hand nehmen müssen, zum Beispiel für die Flüchtlingscamps der UN.",0.0
1610,1610,18_146_2015-12-17,"Nun gibt es ganz konkrete Schritte, die wir gehen können, um Fluchtursachen abzubauen.",0.0
1612,1612,18_146_2015-12-17,"Wenn man Texte über ihn liest, wird er nicht als Flüchtling, sondern aus deutscher Perspektive als „Auswanderer“ oder aus US-amerikanischer Perspektive als „Einwanderer“ bezeichnet.",0.0
1613,1613,18_146_2015-12-17,"Unser Asylrecht beschränkt sich nicht ohne Grund	auf	eine	klar	definierte	Personengruppe,	nämlich	 diejenige, die tatsächlich unseren Schutz benötigt, weil sie verfolgt wird.",0.0
1615,1615,18_146_2015-12-17,"Ich stimme Ihnen ja zu, wenn Sie in Ihrem Antrag sagen, dass Rassismus, Diskriminierung und Ausgrenzung bekämpft werden müssen.",0.0
1617,1617,18_146_2015-12-17,Fluchtursachen tatsächlich bekämpft werden.,0.0
1618,1618,18_146_2015-12-17,"Die  Bundesregierung redet viel davon, die Fluchtursachen zu bekämpfen.",0.0
1619,1619,18_146_2015-12-17,"Deshalb sagen wir Linke auch: Bekämpfen Sie tatsächlich die Fluchtursachen, nicht die Flüchtlinge und auch nicht die Fluchtmöglichkeiten.",0.0
1620,1620,18_146_2015-12-17,"Versuchen Sie auch nicht, den Leuten einzureden, dass sich mit Abschiebungen von Roma in	das	Kosovo	oder	von	Kriegsflüchtlingen	nach	Afghanistan mitten im Winter das Problem lösen würde.",0.0
1624,1624,18_146_2015-12-17,Insgesamt mehr als 12 Milliarden Euro werden voraussichtlich in dieser Legislaturperiode in Maßnahmen zur strukturellen Fluchtursachenbekämpfung angelegt worden sein.,0.0
1625,1625,18_146_2015-12-17,"Es war sehr vorausschauend von unserem Bundesentwicklungshilfeminister, schon sehr früh drei Sonderinitiativen aufzulegen und darin einen Titel mit Fluchtursachenbekämpfung prominent zu benennen.",0.0
1627,1627,18_146_2015-12-17,"Die Basis für die Bekämpfung von Fluchtursachen ist, dass wir uns insgesamt global für mehr Gerechtigkeit einsetzen.",0.0
1597,1597,18_146_2015-12-17,"Wir müssen die illegale Migration auch bekämpfen, um den Schleppern das Handwerk zu legen.",0.0
1592,1592,18_146_2015-12-17,"Diese Verantwortung bedeutet, die Fluchtursachen und nicht die Flüchtlinge zu bekämpfen.",0.0
1555,1555,18_145_2015-12-16,Asylbewerber werden nach dem Asylbewerberleistungsgesetz behandelt.,0.0
1589,1589,18_146_2015-12-17,"Zum Abschluss eines so ereignisreichen Jahres beschäftigen wir uns daher noch einmal mit unserer Sicherheit, mit dem internationalen Terrorismus und mit den Gefahren, die von ihm ausgehen.",0.0
1556,1556,18_145_2015-12-16,"Diese muss man aber auch mit weiteren Daten abgleichen, wie zum Beispiel den Daten über den Zuzug in einen solchen Wohnungsmarkt und auch den Neubau dort.",0.0
1558,1558,18_145_2015-12-16,Die von Frankreich vorgeschlagenen Maßnahmen zur Bekämpfung der Terrorismusfinanzierung werden von der Bundesregierung im Wesentlichen unterstützt.,0.0
1562,1562,18_145_2015-12-16,"Syrien, Irak und Iran an Integrationskursen teilnehmen.",0.0
1563,1563,18_145_2015-12-16,"Die Bundesregierung richtet die Entscheidung, ob für Asylsuchende aus den jeweiligen Herkunftsländern ein rechtmäßiger und dauerhafter Aufenthalt zu erwarten ist, danach, dass die Wahrscheinlichkeit einer Schutzgewährung größer ist als eine negative Asylentscheidung.",0.0
1564,1564,18_145_2015-12-16,"Daher wird für die Frage, welche Herkunftsländer für einen Integrationskurszugang von Asylsuchenden in Betracht kommen, das Kriterium der Gesamtschutzquote zugrunde gelegt.",0.0
1565,1565,18_145_2015-12-16,"Günter Krings auf die Frage des Abgeordneten Harald Petzold (Havelland) (DIE LINKE) (Drucksache 18/6996, Frage 13):  Welche Schlussfolgerungen zieht die Bundesregierung aus einem mir bekannten Sachverhalt, dass in Meldebescheinigungen von Asylsuchenden in Schleswig-Holstein brisante Gesundheitsdaten, wie zum Beispiel in Feld 9 „Familienangehörige“ der Vermerk „AIDS-infiziert“, eingetragen sind, und was unternimmt die Bundesregierung, damit sich solche Datenschutzverletzungen bei Gesundheitsdaten nicht wiederholen?",0.0
1566,1566,18_145_2015-12-16,Es könnte die Bescheinigung über die Meldung als Asylsuchender (BüMA) i.,0.0
1567,1567,18_145_2015-12-16,"Die BüMA wird einem Ausländer ausgestellt, der um Asyl nachsucht, aber noch keinen Asylantrag gestellt hat.",0.0
1568,1568,18_145_2015-12-16,"Dezember 2015 über die Möglichkeit der Teilnahme an Sprachkursen nach § 421 des Dritten Buches Sozialgesetzbuch und beim BAMF über die Möglichkeit der Teilnahme an Integrationskursen entscheidet, in den einzelnen Bereichen unterschiedlich gefasst?",0.0
1569,1569,18_145_2015-12-16,"Das Bremer Institut für Arbeitsmarktforschung verkennt in seiner Darstellung, dass die unterschiedlichen Berechtigtenkreise bei den Integrationskursen und den Sprachkursen der Bundesagentur für Arbeit nach § 421 SGB III nicht das Resultat einer unterschiedlichen Auslegung der Bleibeperspektive von Asylsuchenden ist, sondern auf einer gesetzgeberischen Entscheidung beruht.",0.0
1570,1570,18_145_2015-12-16,"Die Meldung wurde jeweils auf Grundlage der Asylentscheidungen und der Leistungsstatistik des Jahres erstellt, das vor dem ODA-Berichtsjahr lag (Ausgaben für 2012 beruhen auf Asylzahlen aus dem Jahr 2011).",0.0
1578,1578,18_146_2015-12-17,Die Voraussetzung für Asyl als Grundrecht ist eine Einzelfallprüfung.,0.0
1579,1579,18_146_2015-12-17,Asyl bleibt ein Individualrecht.,0.0
1580,1580,18_146_2015-12-17,"Sonst müssten wir uns fragen, ob wir auch ein pauschales Bleiberecht beispielsweise für Asylbewerber aus Mali oder Nigeria einrichten.",0.0
1581,1581,18_146_2015-12-17,"Die Bedrohung durch den im Mittelmeer vorhandenen maritimen Terrorismus wird als abstrakt bewertet, nicht zuletzt gerade deshalb, weil die Mission einen präventiven Charakter hat.",0.0
1582,1582,18_146_2015-12-17,"Der Kollege Bartels sagte:  Ansonsten ist Terrorismus überall auf der Welt durch die Polizei zu bekämpfen, insbesondere durch die internationale Zusammenarbeit der Polizei.",0.0
1584,1584,18_146_2015-12-17,"Als Frühwarnsystem war und ist es ihre Aufgabe, im Mittelmeerraum einen Beitrag zur maritimen Terrorismusabwehr zu leisten.",0.0
1586,1586,18_146_2015-12-17,Dazu gehören insbesondere die Seeraumüberwachung und Bekämpfung des Terrorismus und die Aufrechterhaltung der Freiheit der Meere und der Schutz kritischer maritimer Infrastruktur.,0.0
1587,1587,18_146_2015-12-17,Bereits heute ist die Operation Active Endeavour weit mehr als ein Beitrag zur maritimen Terrorismusabwehr im Mittelmeer.,0.0
1771,1771,18_149_2016-01-14,Sie wollen das Asylpaket II in der nächsten Woche auf den Weg bringen.,0.0
1773,1773,18_149_2016-01-14,Die Zahl von 360 000 anhängigen Asylverfahren macht das deutlich.,0.0
1774,1774,18_149_2016-01-14,"Hinzu kommen die circa 300 000 Asylsuchenden, die zwar registriert wurden, aber noch keinen Asylantrag stellen konnten.",0.0
1993,1993,18_154_2016-02-17,"Wir brauchen auch Zeit, um die Voraussetzungen für Integration zu schaffen.",0.0
1998,1998,18_154_2016-02-17,Der Innenminister bekommt die Asylverfahren auch nach einem Jahr nicht in den Griff.,0.0
2000,2000,18_154_2016-02-17,"Noch weniger erreichen sie das, was eigentlich so dringend notwendig wäre, nämlich die Integration.",0.0
2002,2002,18_154_2016-02-17,In dieser Woche werden wir hier im Deutschen Bundestag das Asylpaket II beraten und nächste Woche verabschieden.,0.0
2004,2004,18_154_2016-02-17,"Solange Sie zu den Rüstungsexporten nichts sagen, müssen Sie zum ganzen Thema Fluchtursachen schweigen.",0.0
2007,2007,18_154_2016-02-17,"Wir haben eine ganze Menge auf den Weg gebracht: das Asylpaket I und jetzt auch das Asylpaket II – wir werden es in dieser Woche in erster Lesung beraten, und nächste Woche steht sein Abschluss bevor – mit Maßnahmen, die dazu dienen können, die Flüchtlingszahlen zu begrenzen.",0.0
2008,2008,18_154_2016-02-17,"Es kann nicht angehen, dass wir Erleichterungen bei der Abschiebung beschließen und die Bundesländer, die dafür zuständig sind, diese Erleichterungen dann nicht annehmen und das, was beschlossen ist, nicht umsetzen, meine Damen und Herren.",0.0
2009,2009,18_154_2016-02-17,"Wir könnten die Einstufung der Maghreb-Staaten als sichere Herkunftsstaaten genauso zügig umsetzen, wie wir es beim Asylpaket II tun.",0.0
2014,2014,18_154_2016-02-17,"Ich habe gehört, einmal geht man von 100 000 Zuwanderern pro Jahr aus, alternativ von 200 000.",0.0
2015,2015,18_154_2016-02-17,"Wie sieht es aus, wenn es 300 000 Zuwanderer sein werden?",0.0
2018,2018,18_154_2016-02-17,Die NATO-Mission dient der Unterstützung der Aktivitäten gegen die Schlepperkriminalität.,0.0
2019,2019,18_154_2016-02-17,"Es sind die Schlepper, die mit der Not der Menschen Millionen und Milliarden verdienen.",0.0
2021,2021,18_154_2016-02-17,"Ich habe schon darauf hingewiesen, dass die wesent liche Gefahr für die Flüchtlinge in der Tat von den verantwortungslosen Machenschaften der Schlepperbanden ausgeht, und dafür wird auch noch Geld bezahlt.",0.0
2023,2023,18_154_2016-02-17,"Die Frage ist im Kontext der Reise unseres – unser aller – Bundesministers Thomas de Maizière nach Afghanistan vom 31. Januar 2016 bis 2. Februar 2016 gestellt, und es geht hier um die Vereinbarung eines gemeinsamen Vorgehens zur Rückführung abgelehnter afghanischer Asylbewerber.",0.0
2024,2024,18_154_2016-02-17,"Im Asylverfahren erfolgt immer eine Einzelfallprüfung, bei der die konkrete Situation berücksichtigt wird.",0.0
2029,2029,18_154_2016-02-17,"Staatssekretär beim Bundesminister des Innern:  „Sicherer Herkunftsstaat“ ist ein Begriff des nationalen Rechts, des nationalen Asylrechts.",0.0
2030,2030,18_154_2016-02-17,"Angesichts der bisherigen Vorgaben seitens der NATO ist es nicht beabsichtigt, Zwangsbefugnisse gegen Schiffe und Boote mit Migranten an Bord auszuüben.",0.0
2033,2033,18_154_2016-02-17,Insofern werden auch keine Migranten „aufgegriffen“.,0.0
2034,2034,18_154_2016-02-17,Maßnahmen wie das Zurückdrängen von Schiffen und das An-Bord-Gehen sowie das Festnehmen von Schleppern etc. aufschlüsseln)?,0.0
2035,2035,18_154_2016-02-17,"Mit welcher Begründung sollen im Gegensatz zu den im Rahmen der EU-Mission EUNAVFOR MED aus Seenot geretteten Schutzsuchenden, die zur Durchführung eines Asylverfahrens in die EU verbracht werden, die im Rahmen der  NATO-Mission in der Ägäis geretteten Personen, die zwar aus der Türkei gekommen sind, aber in griechischen Gewässern aufgegriffen wurden, in die Türkei zurückverbracht werden, und wie genau lautet die diesbezüglich mit der Türkei getroffene Vereinbarung (www.spiegel.de/politik/ausland/ fluechtlinge-nato-startet-einsatz-gegen-schlepper-in-aegaeis-a-1076912.html)?",0.0
1995,1995,18_154_2016-02-17,Dazu muss mittelfristig auch ein zweistelliger Milliardenbetrag aus dem EU-Haushalt zur Bekämpfung der Fluchtursachen gehören.,0.0
1992,1992,18_154_2016-02-17,In dieser Geschwindigkeit kann der Zuzug nicht weitergehen.,0.0
2040,2040,18_154_2016-02-17,Die zweite Teilfrage spricht Wartezeiten bei der Asylantragstellung und Auswirkungen beim Integrationskurszugang an.,0.0
1989,1989,18_154_2016-02-17,Sie haben über die Gefahren des Terrorismus gesprochen.,0.0
1954,1954,18_153_2016-01-29,Die Integrationspolitik in diesem Land ist ein Erfolg.,0.0
1955,1955,18_153_2016-01-29,"Ja, unsere Lehrer brauchen eine stärkere interkulturelle Kompetenz, und auch die Geschichte der Einwandererkinder muss Einzug in unsere Schulen halten.",0.0
1957,1957,18_153_2016-01-29,Das Bildungsministerium ist das Schlüsselministerium für Integration.,0.0
1958,1958,18_153_2016-01-29,"Mit dem Anerkennungsgesetz wurden die Weichen für die Integration von ausländischen Fachkräften in den Arbeitsmarkt ermöglicht, und das eben nicht erst seit dem Zuzug der Flüchtlinge.",0.0
1959,1959,18_153_2016-01-29,Nur das dauert bei Ihnen!)  wie auch unsere Integrationskurse und die berufsbezogene Sprachförderung.,0.0
1960,1960,18_153_2016-01-29,Mehr als 230 Millionen Euro insgesamt stellt das BMBF für diese Integrationshilfen in den nächsten Jahren zur Verfügung.,0.0
1962,1962,18_153_2016-01-29,"Ich gebe  aber zu, dass es mir heute ein bisschen schwerfällt, über diesen Antrag zu reden, in dem es um Kinder und Jugendliche geht, nachdem letzte Nacht die Koalition ihren Asylkompromiss beschlossen hat.",0.0
1966,1966,18_153_2016-01-29,Des Weiteren haben wir eine stärkere Integration des Faches Deutsch als Zweitsprache gefordert.,0.0
1967,1967,18_153_2016-01-29,"Da wir eine Einwanderungsgesellschaft sind, muss diese Alltagsrealität von allen gesellschaftlichen Einrichtungen nachvollzogen werden, auch von unseren Bildungseinrichtungen.",0.0
1968,1968,18_153_2016-01-29,"Lassen Sie uns das Asylpaket II umsetzen, und stellen Sie Ihren Überbietungswettbewerb in irreführenden Forderungen ein!",0.0
1970,1970,18_153_2016-01-29,Deutschland ist ein Einwanderungsland.,0.0
